Time,Actual,Estimated,IMU data
6.65,"[[-0.28829003 -0.9571362   0.02791318 -2.26727176]
 [ 0.9573572  -0.28753713  0.02809952 -4.47193336]
 [-0.018869    0.03482369  0.99921533  1.43547463]
 [ 0.          0.          0.          1.        ]]","(array([[-0.28831431, -0.95712717,  0.02797208, -1.19943842],
       [ 0.95734987, -0.2875596 ,  0.02811959, -4.82968992],
       [-0.01887038,  0.03488634,  0.99921312,  1.46837891],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[ 0.00381381 -0.03091007  1.64441817  0.00322941  0.01390421  0.07499954]
6.7,"[[-0.29190446 -0.95602414  0.02845388 -2.26672912]
 [ 0.95626732 -0.2911429   0.02808237 -4.4715023 ]
 [-0.01856328  0.03540688  0.99920056  1.43572068]
 [ 0.          0.          0.          1.        ]]","(array([[-0.29192869, -0.95601501,  0.02851223, -1.18035485],
       [ 0.9562599 , -0.29116534,  0.02810266, -4.83450755],
       [-0.01856479,  0.03546908,  0.99919833,  1.4685216 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[ 0.0222955  -0.01700087  1.61152491  0.00244288  0.01293472  0.07529721]
6.75,"[[-0.29567114 -0.95485261  0.02889746 -2.26607418]
 [ 0.95511517 -0.29490345  0.02805295 -4.4708972 ]
 [-0.01826447  0.03589485  0.99918866  1.4359355 ]
 [ 0.          0.          0.          1.        ]]","(array([[-0.29569532, -0.95484338,  0.02895518, -1.16058583],
       [ 0.95510765, -0.29492584,  0.02807346, -4.83944529],
       [-0.01826613,  0.0359565 ,  0.99918641,  1.46845113],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[ 0.02381566 -0.00564778  1.61145202  0.00282317  0.01108144  0.07861151]
6.8,"[[-0.2994677  -0.95365405  0.02937775 -2.26534295]
 [ 0.95393697 -0.29869224  0.02805698 -4.47014904]
 [-0.01798175  0.03642668  0.99917454  1.43611825]
 [ 0.          0.          0.          1.        ]]","(array([[-0.29949184, -0.9536447 ,  0.02943494, -1.1405899 ],
       [ 0.95392936, -0.2987146 ,  0.02807773, -4.84425549],
       [-0.01798353,  0.03648791,  0.99917227,  1.46855804],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[0.01650993 0.01242232 1.61034674 0.00220887 0.01183642 0.07932293]
6.85,"[[-0.30334508 -0.95242663  0.02941556 -2.2645328 ]
 [ 0.95271689 -0.30257585  0.02789957 -4.46923733]
 [-0.01767186  0.03648789  0.99917783  1.43620133]
 [ 0.          0.          0.          1.        ]]","(array([[-0.30336915, -0.95241723,  0.02947154, -1.1207276 ],
       [ 0.95270918, -0.30259817,  0.02792055, -4.84935197],
       [-0.01767398,  0.03654804,  0.9991756 ,  1.46728493],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[0.02479383 0.0078688  1.58358943 0.00553625 0.00302164 0.08128655]
6.9,"[[-0.30727695 -0.9511682   0.0293247  -2.26370931]
 [ 0.95146201 -0.30651825  0.02768753 -4.46822691]
 [-0.01734694  0.03640907  0.9991864   1.43623805]
 [ 0.          0.          0.          1.        ]]","(array([[-0.30730095, -0.95115876,  0.02937922, -1.10075918],
       [ 0.95145421, -0.30654055,  0.02770874, -4.85443796],
       [-0.01734949,  0.0364679 ,  0.99918421,  1.46564078],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)","[8.10972702e-03 4.11983922e-02 1.60339624e+00 6.67082615e-03
 4.64788911e-04 8.25853739e-02]"
6.95,"[[-0.31131096 -0.94987552  0.02867011 -2.26293612]
 [ 0.9501563  -0.31058033  0.02725537 -4.46717119]
 [-0.01698484  0.03572598  0.99921728  1.43613815]
 [ 0.          0.          0.          1.        ]]","(array([[-0.31133488, -0.94986611,  0.02872218, -1.08102308],
       [ 0.95014841, -0.3106026 ,  0.02727681, -4.85982932],
       [-0.01698814,  0.03578256,  0.9992152 ,  1.46220692],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.00314024  0.06948152  1.56604461  0.01114105 -0.0107875   0.0850512 ]
7.0,"[[-0.31515703 -0.94860602  0.02868223 -2.26224494]
 [ 0.94889471 -0.31443701  0.02698521 -4.4661684 ]
 [-0.01657958  0.03572099  0.99922426  1.43613756]
 [ 0.          0.          0.          1.        ]]","(array([[-0.31518088, -0.94859657,  0.02873265, -1.06137278],
       [ 0.94888672, -0.31445926,  0.02700687, -4.86459833],
       [-0.01658338,  0.03577607,  0.99922223,  1.46054442],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.03730106  0.09713578  1.6589192   0.00772601  0.00242444  0.08096648]
7.05,"[[-0.31898249 -0.94732736  0.02865376 -2.26150918]
 [ 0.94762157 -0.31827205  0.02676318 -4.46513271]
 [-0.0162338   0.0356899   0.99923105  1.43624938]
 [ 0.          0.          0.          1.        ]]","(array([[-0.31900627, -0.94731787,  0.02870273, -1.04179796],
       [ 0.94761349, -0.31829426,  0.02678504, -4.86934578],
       [-0.01623803,  0.03574369,  0.99922906,  1.45908953],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)","[-2.02784670e-02  3.84108016e-02  1.66654716e+00  6.75489902e-03
  1.58575351e-03  8.06556291e-02]"
7.1,"[[-0.32289671 -0.94600957  0.02834804 -2.2607832 ]
 [ 0.94630063 -0.32220306  0.02646312 -4.46411943]
 [-0.01590054  0.03537063  0.99924776  1.43652534]
 [ 0.          0.          0.          1.        ]]","(array([[-0.32292041, -0.94600006,  0.02839519, -1.02213425],
       [ 0.94629246, -0.32222525,  0.02648518, -4.8741673 ],
       [-0.01590533,  0.03542276,  0.99924584,  1.45700371],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.03405531  0.06628097  1.68604288  0.0083737  -0.00393269  0.08273588]
7.15,"[[-0.3268407  -0.9446638   0.02802611 -2.26006842]
 [ 0.94495017 -0.3261618   0.02622318 -4.46311522]
 [-0.01563104  0.03505408  0.99926317  1.43689907]
 [ 0.          0.          0.          1.        ]]","(array([[-0.32686434, -0.94465427,  0.02807167, -1.00227431],
       [ 0.94494191, -0.32618395,  0.02624543, -4.87886171],
       [-0.01563633,  0.0351048 ,  0.99926131,  1.45513205],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.0279242   0.06364459  1.65965605  0.00716626 -0.00425746  0.08348668]
7.2,"[[-0.33085698 -0.94327735  0.02759533 -2.25941181]
 [ 0.94355526 -0.33019427  0.02598509 -4.46215868]
 [-0.01539932  0.03463507  0.99928138  1.43722999]
 [ 0.          0.          0.          1.        ]]","(array([[-0.33088054, -0.9432678 ,  0.02763929, -0.98215577],
       [ 0.9435469 , -0.33021638,  0.02600754, -4.8835026 ],
       [-0.01540513,  0.03468435,  0.99927958,  1.45301867],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.03501205  0.08383288  1.60259048  0.00714927 -0.00641198  0.08517376]
7.25,"[[-0.33490234 -0.94186076  0.02717962 -2.25871325]
 [ 0.94212973 -0.33425298  0.02581686 -4.46117067]
 [-0.01523102  0.03425286  0.99929713  1.4375515 ]
 [ 0.          0.          0.          1.        ]]","(array([[-0.33492584, -0.94185117,  0.02722225, -0.96177115],
       [ 0.94212128, -0.33427505,  0.0258395 , -4.88810992],
       [-0.01523725,  0.03430098,  0.99929539,  1.4513088 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.01840856  0.03541254  1.61787678  0.00573452 -0.00610566  0.08591152]
7.3,"[[-0.33902591 -0.9403989   0.02667085 -2.25800419]
 [ 0.94065583 -0.33839092  0.02565536 -4.46017027]
 [-0.0151011   0.03378592  0.999315    1.43785596]
 [ 0.          0.          0.          1.        ]]","(array([[-0.33904933, -0.94038929,  0.02671215, -0.94105852],
       [ 0.94064728, -0.33841295,  0.02567819, -4.89267153],
       [-0.01510775,  0.03383289,  0.99931331,  1.44953854],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.0211488   0.0489462   1.61431397  0.00561356 -0.00793524  0.08773394]
7.35,"[[-0.34321919 -0.93889652  0.02595979 -2.25733566]
 [ 0.93913617 -0.34260428  0.02540797 -4.45916557]
 [-0.01496152  0.03310028  0.99934004  1.43807173]
 [ 0.          0.          0.          1.        ]]","(array([[-0.34324253, -0.93888689,  0.02599936, -0.92019047],
       [ 0.93912752, -0.34262627,  0.02543098, -4.8972975 ],
       [-0.01496875,  0.03314571,  0.99933843,  1.44709615],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.01656023  0.06714807  1.58509902  0.00733246 -0.01196245  0.08942139]
7.4,"[[-0.34740123 -0.93737823  0.02518799 -2.25667858]
 [ 0.93759929 -0.34680761  0.02514087 -4.45812845]
 [-0.01483112  0.03235021  0.99936655  1.4382863 ]
 [ 0.          0.          0.          1.        ]]","(array([[-0.34742449, -0.9373686 ,  0.02522576, -0.8993902 ],
       [ 0.93759054, -0.34682956,  0.02516406, -4.90188581],
       [-0.01483896,  0.03239404,  0.99936501,  1.44461715],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.01029809  0.05224951  1.62070678  0.00766117 -0.01320335  0.08934586]
7.45,"[[-0.35159053 -0.93583735  0.02434244 -2.25604844]
 [ 0.93603823 -0.3510195   0.02485429 -4.45709515]
 [-0.0147149   0.03152399  0.99939467  1.43845141]
 [ 0.          0.          0.          1.        ]]","(array([[-0.3516137 , -0.93582771,  0.02437832, -0.87862032],
       [ 0.9360294 , -0.35104141,  0.02487765, -4.90639485],
       [-0.01472339,  0.03156615,  0.99939322,  1.44195443],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.02121574  0.06112877  1.60094114  0.00799006 -0.01469638  0.08967051]
7.5,"[[-0.35578464 -0.93427538  0.02338402 -2.25544572]
 [ 0.93445362 -0.35523833  0.02453889 -4.45606709]
 [-0.01461919  0.03058184  0.99942535  1.4385798 ]
 [ 0.          0.          0.          1.        ]]","(array([[-0.35580772, -0.93426574,  0.02341789, -0.8579193 ],
       [ 0.93444469, -0.3552602 ,  0.02456242, -4.91085981],
       [-0.01462838,  0.03062222,  0.99942398,  1.43909563],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.02155619  0.06014636  1.60608183  0.00849762 -0.01697585  0.0899591 ]
7.55,"[[-0.35999292 -0.93269073  0.02220571 -2.25487185]
 [ 0.93284182 -0.35947646  0.02414171 -4.45502758]
 [-0.01453432  0.02940526  0.9994619   1.43864632]
 [ 0.          0.          0.          1.        ]]","(array([[-0.36001589, -0.93268112,  0.02223721, -0.83736384],
       [ 0.93283279, -0.35949828,  0.02416538, -4.91537337],
       [-0.01454436,  0.02944352,  0.99946062,  1.43565886],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.01479064  0.0560848   1.59624694  0.01006009 -0.02139826  0.09048558]
7.6,"[[-0.3641317  -0.93111156  0.02096091 -2.25435352]
 [ 0.93123555 -0.36364683  0.02369265 -4.45399046]
 [-0.01443813  0.02814679  0.99949952  1.43867564]
 [ 0.          0.          0.          1.        ]]","(array([[-0.36415457, -0.93110197,  0.02098988, -0.81720653],
       [ 0.93122643, -0.36366861,  0.02371646, -4.91977607],
       [-0.01444908,  0.02818279,  0.99949835,  1.43198623],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.01600071  0.06627201  1.60583     0.01096212 -0.02279937  0.08917114]
7.65,"[[-0.36833782 -0.9294867   0.01953775 -2.25389719]
 [ 0.92958208 -0.36788975  0.0231145  -4.45299006]
 [-0.01429688  0.02667589  0.99954189  1.43860805]
 [ 0.          0.          0.          1.        ]]","(array([[-0.36836057, -0.92947714,  0.01956358, -0.79689639],
       [ 0.92957288, -0.3679115 ,  0.02313844, -4.92431878],
       [-0.01430899,  0.02670906,  0.99954083,  1.42751448],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.02715455  0.07068431  1.58168393  0.01346821 -0.02638054  0.09082969]
7.7,"[[-0.37254313 -0.92782191  0.01892389 -2.25337505]
 [ 0.92790772 -0.37211279  0.02278878 -4.45204735]
 [-0.01410211  0.02604943  0.99956118  1.43865383]
 [ 0.          0.          0.          1.        ]]","(array([[-0.3725658 , -0.92781233,  0.01894773, -0.77549795],
       [ 0.92789843, -0.37213449,  0.02281285, -4.92849851],
       [-0.01411494,  0.02608086,  0.99956018,  1.42518274],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.05473408  0.02759982  1.66658772  0.00828562 -0.01021846  0.09071662]
7.75,"[[-0.376924   -0.92606392  0.01827315 -2.25274491]
 [ 0.92614235 -0.37651666  0.02226115 -4.45102453]
 [-0.0137351   0.0253143   0.99958518  1.43863511]
 [ 0.          0.          0.          1.        ]]","(array([[-0.37694655, -0.92605433,  0.01829397, -0.7530337 ],
       [ 0.92613296, -0.37653831,  0.02228533, -4.93311481],
       [-0.01374904,  0.02534302,  0.99958426,  1.42165941],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.00853087 -0.01166543  1.59704372  0.01234449 -0.01091587  0.09468072]
7.8,"[[-0.38132767 -0.92426468  0.01800009 -2.25207186]
 [ 0.92434422 -0.3809357   0.02181194 -4.44999027]
 [-0.01330313  0.02495577  0.99960004  1.4386375 ]
 [ 0.          0.          0.          1.        ]]","(array([[-0.38135012, -0.92425507,  0.01801824, -0.72990926],
       [ 0.92433474, -0.3809573 ,  0.02183621, -4.93743912],
       [-0.01331805,  0.02498212,  0.99959918,  1.41890323],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.02400456  0.02307905  1.63019674  0.0107239  -0.00338944  0.09523898]
7.85,"[[-0.38568715 -0.92245436  0.01798267 -2.25141788]
 [ 0.92253974 -0.38530427  0.02147191 -4.44896984]
 [-0.01287806  0.02487117  0.99960771  1.43865001]
 [ 0.          0.          0.          1.        ]]","(array([[-0.38570952, -0.92244469,  0.0179987 , -0.70661028],
       [ 0.92253017, -0.38532583,  0.02149628, -4.9413962 ],
       [-0.01289376,  0.02489566,  0.9996069 ,  1.41686494],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.02310071  0.04961085  1.62515927  0.00849802  0.00167508  0.09439326]
7.9,"[[-0.39005811 -0.92062679  0.01734896 -2.25081944]
 [ 0.92070596 -0.38969824  0.02087636 -4.44791269]
 [-0.01245848  0.02411629  0.99963153  1.43853629]
 [ 0.          0.          0.          1.        ]]","(array([[-0.39008036, -0.92061712,  0.01736165, -0.68395442],
       [ 0.9206963 , -0.38971975,  0.0209008 , -4.94561616],
       [-0.01247546,  0.0241378 ,  0.9996308 ,  1.41299791],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[ 0.00261082  0.05263237  1.57084499  0.01361972 -0.01069885  0.09500315]
7.95,"[[-0.39442889 -0.91877468  0.01670143 -2.25028372]
 [ 0.91884673 -0.3940901   0.02033922 -4.44689608]
 [-0.01210529  0.02336843  0.99965363  1.43839765]
 [ 0.          0.          0.          1.        ]]","(array([[-0.39445104, -0.918765  ,  0.01671106, -0.66131862],
       [ 0.91883698, -0.39411155,  0.02036371, -4.94960702],
       [-0.01212345,  0.02338723,  0.99965297,  1.40953249],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.02451799  0.06710424  1.61072709  0.01239403 -0.0110224   0.09518976]
8.0,"[[-0.39886234 -0.91686874  0.01614169 -2.24973798]
 [ 0.91693457 -0.39854039  0.01991373 -4.44587326]
 [-0.01182517  0.02274371  0.99967139  1.4382652 ]
 [ 0.          0.          0.          1.        ]]","(array([[-0.39888438, -0.91685902,  0.01614875, -0.6381418 ],
       [ 0.91692473, -0.39856179,  0.01993828, -4.95346207],
       [-0.01184431,  0.02276026,  0.99967079,  1.40672861],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.01853377  0.03228603  1.62405977  0.01012368 -0.00927571  0.09672306]
8.05,"[[-0.40330052 -0.91493624  0.01550396 -2.24919081]
 [ 0.9149935  -0.40299438  0.01955558 -4.44482899]
 [-0.0116441   0.0220728   0.99968855  1.43812752]
 [ 0.          0.          0.          1.        ]]","(array([[-0.40332245, -0.91492649,  0.0155088 , -0.61495595],
       [ 0.91498358, -0.40301572,  0.01958016, -4.95711508],
       [-0.01166412,  0.02208742,  0.999688  ,  1.40421955],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.01123962  0.03177331  1.61957412  0.00872764 -0.01086383  0.09704795]
8.1,"[[-0.40779684 -0.91295398  0.01472298 -2.2486589 ]
 [ 0.91299978 -0.4075075   0.01921053 -4.4438014 ]
 [-0.01153861  0.02127608  0.99970705  1.43794501]
 [ 0.          0.          0.          1.        ]]","(array([[-0.40781867, -0.91294419,  0.01472564, -0.59160125],
       [ 0.91298976, -0.40752877,  0.01923513, -4.96065004],
       [-0.01155948,  0.0212888 ,  0.99970654,  1.40167092],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.02211468  0.04242097  1.60338291  0.00842683 -0.01373384  0.0985644 ]
8.15,"[[-0.41222668 -0.91097612  0.01384489 -2.24816084]
 [ 0.91100899 -0.41195488  0.01886279 -4.44272137]
 [-0.01148008  0.02038856  0.99972622  1.43775582]
 [ 0.          0.          0.          1.        ]]","(array([[-0.4122484 , -0.91096628,  0.01384539, -0.5685964 ],
       [ 0.91099888, -0.41197609,  0.0188874 , -4.96404424],
       [-0.01150182,  0.02039944,  0.99972575,  1.39912923],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[ 0.00610614  0.03670925  1.61909464  0.00838592 -0.01573348  0.09734603]
8.2,"[[-0.41653524 -0.90901688  0.01366386 -2.2476697 ]
 [ 0.9090486  -0.41626789  0.01875327 -4.44160795]
 [-0.01135921  0.02023251  0.99973077  1.43758905]
 [ 0.          0.          0.          1.        ]]","(array([[-0.41655689, -0.90900697,  0.01366342, -0.54528062],
       [ 0.90903841, -0.41628904,  0.01877788, -4.96692775],
       [-0.01138129,  0.02024263,  0.99973031,  1.39822552],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.00523736  0.02995476  1.63073803  0.00349841 -0.00184788  0.0947135 ]
8.25,"[[-0.42081265 -0.90704601  0.01357395 -2.24716568]
 [ 0.90707834 -0.42054856  0.01864939 -4.4404726 ]
 [-0.01120734  0.02016053  0.99973394  1.43746722]
 [ 0.          0.          0.          1.        ]]","(array([[-0.42083422, -0.90703602,  0.0135726 , -0.5219682 ],
       [ 0.90706805, -0.42056965,  0.018674  , -4.96969063],
       [-0.01122977,  0.02016993,  0.9997335 ,  1.39742711],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)","[-1.25883762e-02  2.47018548e-02  1.63977396e+00  3.36162852e-03
 -4.43283001e-05  9.42092538e-02]"
8.3,"[[-0.4251145  -0.90503729  0.01360738 -2.24665165]
 [ 0.90507058 -0.42484843  0.01873619 -4.43924761]
 [-0.01117588  0.02028066  0.99973186  1.43738139]
 [ 0.          0.          0.          1.        ]]","(array([[-0.42513601, -0.90502721,  0.01360602, -0.49822815],
       [ 0.9050602 , -0.42486946,  0.01876079, -4.97212051],
       [-0.01119825,  0.02029016,  0.99973142,  1.39763065],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)","[ 1.24631849e-02  1.43279388e-02  1.63668805e+00 -4.51861066e-04
  2.44463544e-03  9.49251220e-02]"
8.35,"[[-0.42945201 -0.90299204  0.01327952 -2.24618149]
 [ 0.90301974 -0.4291893   0.01875897 -4.43802834]
 [-0.01123977  0.02004775  0.99973584  1.43722284]
 [ 0.          0.          0.          1.        ]]","(array([[-0.42947344, -0.90298187,  0.01327785, -0.47477128],
       [ 0.90300926, -0.42921027,  0.01878357, -4.97446859],
       [-0.01126223,  0.02005706,  0.9997354 ,  1.39722621],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)","[-1.24349646e-02  4.87620024e-02  1.59221619e+00  8.46866023e-04
 -4.76023945e-03  9.60162958e-02]"
8.4,"[[-0.43395172 -0.90084852  0.01256402 -2.24571085]
 [ 0.90086602 -0.4337018   0.01852446 -4.43684053]
 [-0.0112387   0.01935722  0.99974946  1.43694162]
 [ 0.          0.          0.          1.        ]]","(array([[-0.43397306, -0.90083828,  0.01256072, -0.4509068 ],
       [ 0.90085546, -0.43372269,  0.01854905, -4.97718559],
       [-0.01126182,  0.01936519,  0.99974905,  1.39531828],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.02910104  0.03573545  1.57230858  0.00601405 -0.01246526  0.09993469]
8.45,"[[-0.43886622 -0.89847493  0.01179982 -2.24522042]
 [ 0.89848843 -0.43864042  0.01769517 -4.43587303]
 [-0.01072279  0.01836781  0.9997738   1.43644083]
 [ 0.          0.          0.          1.        ]]","(array([[-0.4388874 , -0.8984647 ,  0.01179149, -0.42490097],
       [ 0.89847779, -0.43866123,  0.01771974, -4.98075469],
       [-0.01074809,  0.01837136,  0.99977346,  1.39033244],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.09909875  0.05972018  1.53235367  0.01795922 -0.01335469  0.10941768]
8.5,"[[-0.44375846 -0.89606587  0.01201588 -2.24459195]
 [ 0.89608941 -0.44353907  0.01723003 -4.43501282]
 [-0.01010973  0.01841327  0.99977935  1.43607759]
 [ 0.          0.          0.          1.        ]]","(array([[-0.44377953, -0.89605559,  0.01200453, -0.39757399],
       [ 0.89607867, -0.4435598 ,  0.01725456, -4.98380198],
       [-0.01013631,  0.01841422,  0.99977906,  1.38794785],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)","[-7.99136131e-02  4.35453752e-04  1.67658103e+00  1.05857539e-02
  6.19669329e-03  1.08970229e-01]"
8.55,"[[-0.44874289 -0.89357287  0.0125441  -2.24391007]
 [ 0.89361114 -0.44852555  0.01685097 -4.43409395]
 [-0.00943122  0.0187713   0.99977932  1.43572795]
 [ 0.          0.          0.          1.        ]]","(array([[-0.44876387, -0.89356253,  0.01253012, -0.36903785],
       [ 0.89360031, -0.44854621,  0.01687543, -4.98662262],
       [-0.00945892,  0.01877001,  0.99977908,  1.38596278],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)","[-3.97042692e-03  9.37723421e-04  1.62774010e+00  8.91476422e-03
  1.24381133e-02  1.11262781e-01]"
8.6,"[[-0.4534606  -0.89117195  0.01363976 -2.24329782]
 [ 0.89123211 -0.45323258  0.01689827 -4.43319607]
 [-0.00887728  0.01981889  0.99976417  1.43548989]
 [ 0.          0.          0.          1.        ]]","(array([[-0.45348153, -0.89116151,  0.01362554, -0.34116492],
       [ 0.89122119, -0.45325315,  0.01692266, -4.9884399 ],
       [-0.008905  ,  0.01981748,  0.99976396,  1.38637764],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)","[-9.64702568e-03  6.16511963e-02  1.66571728e+00  3.72647969e-04
  2.36973522e-02  1.05484287e-01]"
8.65,"[[-0.45807941 -0.88878591  0.01492863 -2.24277616]
 [ 0.88887146 -0.45783535  0.01715566 -4.43231249]
 [-0.00841286  0.02112829  0.99974138  1.43526244]
 [ 0.          0.          0.          1.        ]]","(array([[-0.45810031, -0.88877536,  0.01491523, -0.31349019],
       [ 0.88886044, -0.45785585,  0.01717998, -4.98977523],
       [-0.00844011,  0.02112771,  0.99974116,  1.3877457 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.0021669   0.06918877  1.62518409 -0.00374138  0.02755616  0.10352168]
8.7,"[[-0.46268839 -0.88638246  0.01567151 -2.24227381]
 [ 0.88648496 -0.46243793  0.01719253 -4.43139887]
 [-0.00799206  0.02184734  0.99972937  1.4349308 ]
 [ 0.          0.          0.          1.        ]]","(array([[-0.46270922, -0.88637182,  0.01565776, -0.28651884],
       [ 0.88647384, -0.46245834,  0.01721678, -4.99136962],
       [-0.0080194 ,  0.02184656,  0.99972917,  1.38767185],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)","[1.59637139e-03 3.58161873e-02 1.57998229e+00 8.06094769e-04
 1.66403913e-02 1.03688541e-01]"
8.75,"[[-0.46730393 -0.883958    0.01566175 -2.24185467]
 [ 0.88406404 -0.46706097  0.0168766  -4.43047714]
 [-0.00760321  0.02173249  0.99973491  1.43443024]
 [ 0.          0.          0.          1.        ]]","(array([[-0.46732467, -0.88394732,  0.01564581, -0.26043423],
       [ 0.88405284, -0.46708131,  0.01690077, -4.99326233],
       [-0.00763153,  0.02172987,  0.99973475,  1.38552991],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[0.00660128 0.06168823 1.55355356 0.00795001 0.00156064 0.10425859]
8.8,"[[-0.47186815 -0.88152502  0.0159401  -2.24153161]
 [ 0.88163889 -0.4716251   0.01681187 -4.42969942]
 [-0.00730234  0.0219864   0.9997316   1.43394804]
 [ 0.          0.          0.          1.        ]]","(array([[-0.47188882, -0.88151426,  0.01592328, -0.23430114],
       [ 0.88162759, -0.47164536,  0.01683596, -4.99456926],
       [-0.007331  ,  0.0219831 ,  0.99973146,  1.38489584],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.04454677  0.09686962  1.62732496  0.00290925  0.00730181  0.10333441]
8.85,"[[-0.47651266 -0.87901355  0.01645803 -2.24119592]
 [ 0.87914047 -0.47626734  0.01677678 -4.42888069]
 [-0.0069086   0.02246327  0.9997238   1.43344247]
 [ 0.          0.          0.          1.        ]]","(array([[-0.47653325, -0.87900271,  0.01644045, -0.20719675],
       [ 0.87912907, -0.47628752,  0.01680078, -4.99590789],
       [-0.00693756,  0.02245941,  0.99972368,  1.38439768],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)","[8.71013238e-04 2.39702214e-02 1.61256695e+00 2.37801717e-03
 1.21258493e-02 1.05410814e-01]"
8.9,"[[-0.48111215 -0.87649727  0.01684149 -2.24080062]
 [ 0.87663467 -0.48086668  0.01670008 -4.42803431]
 [-0.00653906  0.02279845  0.9997187   1.43292415]
 [ 0.          0.          0.          1.        ]]","(array([[-0.48113267, -0.87648636,  0.01682293, -0.18048337],
       [ 0.87662319, -0.48088678,  0.01672399, -4.99719102],
       [-0.00656842,  0.02279383,  0.99971861,  1.38365098],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.01234572  0.01064579  1.61702928  0.0032538   0.00941605  0.10471177]
8.95,"[[-0.48594736 -0.87381182  0.0175519  -2.24022341]
 [ 0.87396798 -0.48570199  0.01653922 -4.42710876]
 [-0.00592717  0.02337698  0.99970915  1.43239272]
 [ 0.          0.          0.          1.        ]]","(array([[-0.48596781, -0.87380085,  0.01753179, -0.15190759],
       [ 0.87395641, -0.485722  ,  0.01656302, -4.99863252],
       [-0.0059572 ,  0.02337112,  0.99970911,  1.38248932],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)",[-0.01727135 -0.04116666  1.61808539  0.00507236  0.01603267  0.11036386]
9.0,"[[-0.49081368 -0.87106251  0.0187624  -2.23962283]
 [ 0.87124839 -0.49055957  0.01665979 -4.42621422]
 [-0.00530765  0.02452356  0.99968516  1.43191123]
 [ 0.          0.          0.          1.        ]]","(array([[-0.49083408, -0.87105145,  0.01874227, -0.1224008 ],
       [ 0.87123672, -0.4905795 ,  0.01668349, -4.99934071],
       [-0.0053376 ,  0.02451777,  0.99968514,  1.38280764],
       [ 0.        ,  0.        ,  0.        ,  1.        ]]), False)","[-2.41037339e-02  3.82080728e-02  1.64143133e+00 -4.62169584e-04
  2.60673874e-02  1.11366688e-01]"
